url_length,domain_length,path_length,num_dots,num_hyphens,num_underscores,num_slashes,num_digits,num_subdomains,digit_letter_ratio,url_entropy,domain_entropy,has_ip_address,has_https,has_at_symbol,has_double_slash_redirect,has_dash_in_domain,has_equals,has_question_mark,has_ampersand,has_tilde,has_percent_encoding,has_non_standard_port,has_suspicious_tld,has_www,has_fragment,suspicious_word_count,num_query_params,query_length,num_path_tokens,max_path_token_length,special_char_ratio,label
60.0,12.0,23.0,2.0,0.0,0.0,3.0,0.0,2.0,0.1246,2.9351,2.8679,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,8.0,0.0523,0
58.0,13.0,27.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0348,3.296,2.7043,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,10.0,0.0789,0
38.0,10.0,23.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0166,3.072,3.3148,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,6.0,0.0401,0
54.0,14.0,17.0,2.0,0.0,0.0,4.0,4.0,1.0,0.1045,2.9373,2.8867,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,0.0,9.0,0.0921,0
45.0,20.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0806,4.2648,2.708,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,9.0,0.0632,0
40.0,9.0,40.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0055,3.5296,3.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,1.0,4.0,0.0271,0
28.0,23.0,24.0,1.0,0.0,0.0,3.0,0.0,0.0,0.12,4.1358,3.0002,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0086,0
49.0,8.0,24.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0936,3.4075,3.2987,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0542,0
24.0,18.0,16.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0177,3.408,2.1482,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,9.0,0.0914,0
17.0,8.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0433,3.513,3.3365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0597,0
62.0,11.0,14.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0408,4.3854,2.0949,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,2.0,11.0,0.0849,0
43.0,6.0,19.0,1.0,0.0,1.0,2.0,1.0,0.0,0.1387,3.6038,3.2516,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0315,0
66.0,15.0,25.0,3.0,0.0,0.0,2.0,3.0,0.0,0.1312,2.7572,3.0854,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,0.0738,0
38.0,13.0,1.0,1.0,0.0,0.0,2.0,6.0,1.0,0.0576,3.0407,2.3718,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,10.0,0.065,0
49.0,27.0,8.0,1.0,0.0,0.0,3.0,0.0,2.0,0.1326,3.2345,2.6506,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,4.0,0.013,0
49.0,16.0,21.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0122,4.5051,3.0779,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,4.0,0.0658,0
57.0,17.0,25.0,2.0,0.0,0.0,4.0,3.0,0.0,0.1239,4.0846,2.6519,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,0.054,0
40.0,16.0,17.0,3.0,0.0,0.0,5.0,0.0,2.0,0.1032,4.2887,2.7255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,6.0,0.0025,0
68.0,14.0,9.0,1.0,1.0,0.0,3.0,0.0,1.0,0.1041,4.4406,3.2487,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,11.0,0.023,0
26.0,22.0,14.0,3.0,0.0,0.0,4.0,2.0,1.0,0.1142,4.0586,2.4223,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0582,0
57.0,11.0,10.0,1.0,0.0,0.0,3.0,1.0,0.0,0.1042,2.5552,2.9489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0518,0
41.0,11.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0955,3.3594,3.5248,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,9.0,0.0732,0
35.0,12.0,11.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0833,3.7121,2.4267,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,10.0,0.0425,0
26.0,7.0,17.0,2.0,0.0,0.0,4.0,3.0,1.0,0.0415,4.0235,3.1202,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,8.0,0.0492,0
53.0,13.0,22.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0985,2.0757,3.2431,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0707,0
39.0,13.0,11.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0405,4.5384,2.8194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,16.0,0.0,5.0,0.0952,0
58.0,16.0,24.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0303,2.0519,2.9106,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,6.0,0.0931,0
61.0,20.0,21.0,2.0,0.0,0.0,3.0,11.0,0.0,0.1466,2.9285,3.2021,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,7.0,0.012,0
42.0,15.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0341,2.78,2.8679,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0534,0
65.0,17.0,20.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0365,3.9267,2.7244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0122,0
53.0,10.0,16.0,2.0,0.0,0.0,2.0,4.0,1.0,0.1209,2.833,2.5684,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,8.0,0.0237,0
34.0,19.0,12.0,2.0,0.0,0.0,3.0,1.0,0.0,0.1105,4.1239,2.6584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,0.0404,0
70.0,12.0,20.0,1.0,0.0,0.0,4.0,0.0,0.0,0.034,4.3142,2.5654,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,7.0,0.0662,0
70.0,17.0,7.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0145,3.4721,3.4334,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,1.0,7.0,0.0624,0
47.0,13.0,16.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0131,3.4238,2.8349,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,0.0,10.0,0.0817,0
58.0,13.0,17.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0519,3.6608,2.8202,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0068,0
45.0,17.0,14.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0929,3.7433,2.4134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0101,0
39.0,15.0,16.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0196,3.5015,2.7486,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,0.0137,0
22.0,15.0,14.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0225,3.7896,3.2673,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0841,0
77.0,11.0,22.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0768,3.6496,2.7084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,8.0,0.0185,0
62.0,18.0,24.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0966,3.1216,2.5667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,8.0,0.0225,0
29.0,5.0,35.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0429,2.9484,2.9217,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,8.0,0.0937,0
50.0,11.0,9.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0446,3.7932,3.5246,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,9.0,0.0204,0
70.0,16.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.1119,3.7223,2.2201,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0003,0
22.0,21.0,9.0,2.0,0.0,0.0,3.0,1.0,1.0,0.1015,4.7791,2.5501,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0434,0
43.0,14.0,30.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0178,3.8154,3.259,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0941,0
38.0,7.0,20.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0655,3.2336,3.1601,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,0.025,0
58.0,10.0,29.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0799,3.3644,2.0949,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,1.0,4.0,0.0654,0
49.0,8.0,19.0,2.0,0.0,0.0,2.0,0.0,0.0,0.1276,3.4822,3.207,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,15.0,0.0669,0
10.0,9.0,21.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0302,4.5287,2.5164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,6.0,0.0065,0
58.0,14.0,13.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0306,5.0966,2.0677,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,8.0,0.0906,0
39.0,12.0,5.0,2.0,0.0,0.0,4.0,2.0,1.0,0.1451,3.7118,2.906,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,7.0,0.0731,0
50.0,13.0,16.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0741,4.1588,2.6007,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,10.0,0.0841,0
51.0,14.0,5.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0341,3.6622,2.5963,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,2.0,10.0,0.0665,0
51.0,13.0,21.0,1.0,0.0,0.0,4.0,1.0,0.0,0.1465,4.4499,2.725,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,2.0,5.0,0.0305,0
36.0,19.0,18.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0446,4.4191,3.22,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0995,0
46.0,20.0,5.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0776,3.6192,2.076,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0385,0
77.0,14.0,16.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0709,3.7757,2.7119,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0572,0
16.0,15.0,13.0,1.0,0.0,0.0,3.0,1.0,1.0,0.074,3.8357,2.6404,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,0.0051,0
69.0,19.0,12.0,2.0,0.0,0.0,3.0,2.0,0.0,0.012,3.0544,3.0048,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,7.0,0.0066,0
27.0,15.0,14.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0515,3.3959,3.1422,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,3.0,11.0,0.0431,0
56.0,6.0,28.0,2.0,0.0,0.0,2.0,0.0,0.0,0.1335,2.6688,2.4142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0454,0
32.0,17.0,10.0,2.0,1.0,0.0,2.0,0.0,0.0,0.024,3.4928,2.0785,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,6.0,0.034,0
27.0,15.0,32.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0086,4.6157,2.2954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,2.0,5.0,0.0569,0
26.0,17.0,10.0,2.0,0.0,0.0,5.0,3.0,1.0,0.08,3.447,2.6553,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0203,0
36.0,21.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,0.086,5.0689,3.2663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,7.0,0.0134,0
30.0,8.0,8.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0442,3.9312,3.006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,10.0,0.0066,0
33.0,13.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0604,3.6066,2.4008,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,5.0,0.0648,0
10.0,15.0,33.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0829,4.1195,2.3377,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0276,0
40.0,15.0,23.0,2.0,0.0,0.0,2.0,2.0,0.0,0.1183,3.0664,2.7362,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0666,0
46.0,15.0,8.0,2.0,0.0,0.0,3.0,4.0,1.0,0.0649,3.342,2.2234,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,7.0,0.0678,0
21.0,19.0,18.0,2.0,0.0,0.0,3.0,1.0,0.0,0.1335,3.049,2.4486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0404,0
81.0,18.0,14.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0782,3.3686,2.7049,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,2.0,8.0,0.0024,0
47.0,16.0,12.0,2.0,0.0,0.0,2.0,0.0,1.0,0.1121,4.2449,2.522,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0781,0
28.0,16.0,19.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0705,4.0701,2.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0275,0
42.0,21.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.1472,4.2667,2.9791,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0622,0
